order_no,order_date_time,user_id,product_id,amount,discount_amount,created_by
1489,02/13/2026 06:59:01,1481,1392,761.86,0,1002
1490,02/13/2026 07:17:39,1482,1171,422.88,0,1002
1491,02/13/2026 12:25:33,1483,1165,422.88,0,1002
1492,02/13/2026 12:28:07,1484,1165,422.88,0,1002
1493,02/13/2026 14:33:05,1485,1391,761.86,0,1006
1494,02/13/2026 14:41:26,1486,1235,761.86,0,1006
1495,02/13/2026 20:00:36,1487,1173,507.63,0,1006
1496,02/13/2026 21:47:32,1488,1247,846.61,0,1006
1497,02/13/2026 22:45:44,1489,1392,761.86,0,1009
1498,02/13/2026 23:03:45,1490,1392,761.86,0,1009
1499,02/13/2026 23:04:12,1491,1392,761.86,0,1009
1500,02/13/2026 23:34:26,1492,1391,761.86,76.186,1009
1501,02/13/2026 23:41:51,1493,1294,846.61,0,1009
1502,02/14/2026 00:22:28,1494,1169,422.88,0,1009
1503,02/14/2026 00:23:02,1494,1170,422.88,0,1009
1504,02/14/2026 01:37:15,1495,1121,253.39,0,1009
1505,02/14/2026 03:03:56,1496,1391,761.86,0,1009
1506,02/14/2026 03:05:04,1497,1391,761.86,0,1009
1507,02/14/2026 04:23:32,1498,1231,677.12,0,1009
1508,02/14/2026 14:34:11,1499,1121,253.39,0,1006
1509,02/14/2026 14:36:13,1500,1391,761.86,0,1006
1510,02/14/2026 14:41:35,1501,1391,761.86,0,1006
1511,02/14/2026 16:18:21,1502,1188,592.37,0,1006
1512,02/14/2026 23:20:33,1503,1179,592.37,0,1009
1513,02/14/2026 23:35:39,1504,1113,253.39,0,1009
1514,02/15/2026 00:12:30,1505,1391,761.86,0,1009
1515,02/15/2026 00:14:58,1506,1391,761.86,0,1009
1516,02/15/2026 00:25:30,1507,1113,253.39,0,1009
1517,02/15/2026 00:31:47,1508,1124,253.39,0,1009
1518,02/15/2026 01:08:18,1509,1225,592.37,0,1009
1519,02/15/2026 01:25:53,1510,1109,253.39,0,1009
1520,02/15/2026 01:51:58,1511,1392,761.86,76.186,1009
1521,02/15/2026 01:52:58,1512,1391,761.86,76.186,1009
1522,02/15/2026 03:48:53,1513,1392,761.86,0,1009
1523,02/15/2026 03:57:20,1514,1392,761.86,0,1009
1524,02/15/2026 04:21:14,1515,1392,761.86,0,1009
1525,02/15/2026 04:35:27,1516,1147,592.37,0,1009
1526,02/15/2026 04:35:51,1517,1147,592.37,0,1009
1527,02/15/2026 05:35:11,1518,1170,422.88,0,1009
1528,02/15/2026 11:59:43,1519,1158,422.88,0,1002
1529,02/15/2026 14:18:35,1520,1392,761.86,0,1006
1530,02/15/2026 14:22:24,1521,1333,1694.07,0,1006
1531,02/15/2026 14:25:54,1522,1391,761.86,0,1006
1532,02/15/2026 19:58:48,1523,1181,592.37,0,1006
1533,02/15/2026 21:22:02,1524,1140,422.88,0,1006
1534,02/15/2026 21:42:28,1525,1140,422.88,0,1006
1535,02/15/2026 22:05:08,1526,1135,338.14,0,1006
1536,02/15/2026 22:13:17,1527,1132,338.14,0,1006
1537,02/15/2026 22:13:17,1527,1132,338.14,0,1006
1538,02/15/2026 23:35:39,1528,1392,761.86,0,1006
1539,02/15/2026 23:37:04,1529,1391,761.86,0,1006
1540,02/15/2026 23:48:57,1530,1130,338.14,0,1006
1541,02/16/2026 00:01:24,1531,1024,931.36,0,1006
1542,02/16/2026 01:47:42,1532,1167,422.88,21.144,1006
1543,02/16/2026 08:32:11,1533,1392,761.86,0,1002
1544,02/16/2026 08:35:08,1534,1392,761.86,0,1002
1545,02/16/2026 08:37:01,1535,1392,761.86,0,1002
1546,02/16/2026 08:40:27,1536,1392,761.86,0,1002
1547,02/16/2026 17:21:21,1088,1312,1100.85,0,1002
1548,02/16/2026 23:13:25,1537,1392,761.86,0,1006
1549,02/17/2026 00:23:13,1538,1231,677.12,0,1006
1550,02/17/2026 01:26:43,1539,1391,761.86,0,1006
1551,02/17/2026 01:29:26,1540,1391,761.86,76.186,1006
1552,02/17/2026 02:27:28,1541,1130,338.14,0,1006
1553,02/17/2026 06:16:37,1542,1392,761.86,0,1006
1554,02/17/2026 07:08:27,1543,1392,761.86,0,1002
1555,02/17/2026 21:25:12,1544,1117,253.39,0,1006
1556,02/17/2026 23:10:30,1545,1084,2117.8,0,1006
1557,02/17/2026 23:16:57,1546,1118,253.39,0,1006
1558,02/17/2026 23:19:14,1547,1118,253.39,0,1006
1559,02/17/2026 23:34:13,1548,1392,761.86,76.186,1006
1560,02/18/2026 01:30:46,1549,1392,761.86,0,1006
1561,02/18/2026 02:41:08,1550,1391,761.86,76.186,1006
1562,02/18/2026 06:25:08,1551,1392,761.86,0,1002
1563,02/18/2026 18:11:44,1552,1178,507.63,0,1006
1564,02/18/2026 19:11:36,1553,1249,846.61,0,1006
1565,02/18/2026 21:49:52,1554,1135,338.14,0,1006
1566,02/18/2026 22:05:10,1555,1198,931.36,0,1006
1567,02/19/2026 03:14:45,1556,1391,761.86,0,1006
1568,02/19/2026 04:49:37,1557,1392,761.86,0,1009
1569,02/19/2026 06:24:03,1558,1391,761.86,76.186,1009
1570,02/19/2026 07:48:49,1559,1169,422.88,0,1002
1571,02/19/2026 13:53:32,1560,1391,761.86,0,1002
1572,02/19/2026 14:00:50,1561,1235,761.86,0,1002
1573,02/19/2026 14:02:58,1561,1235,761.86,0,1002
1574,02/19/2026 14:08:25,1562,1391,761.86,0,1002
1575,02/19/2026 15:02:29,1563,1392,761.86,0,1006
1576,02/19/2026 16:58:31,1564,1158,422.88,0,1006
1577,02/19/2026 22:49:13,1565,1169,422.88,0,1009
1578,02/19/2026 22:51:49,1566,1169,422.88,0,1009
1579,02/19/2026 23:05:35,1567,1165,422.88,0,1009
1580,02/20/2026 00:15:23,1568,1299,931.36,0,1009
1581,02/20/2026 00:20:58,1569,1293,846.61,0,1009
1582,02/20/2026 00:59:04,1570,1299,931.36,0,1009
1583,02/20/2026 02:47:07,1571,1161,422.88,0,1009
1584,02/20/2026 07:17:30,1572,1115,253.39,0,1002
1585,02/20/2026 08:37:39,1573,1391,761.86,0,1002
1586,02/20/2026 13:05:32,1574,1202,2541.53,0,1002
1587,02/20/2026 13:43:54,1575,1256,931.36,0,1002
1588,02/20/2026 22:29:56,1576,1319,1270.34,0,1006
1589,02/20/2026 22:52:39,1577,1319,1270.34,127.034,1006
1590,02/20/2026 23:14:28,1578,1190,592.37,0,1006
1591,02/21/2026 00:17:39,1579,1298,931.36,0,1006
1592,02/21/2026 00:28:19,1580,1124,253.39,0,1006
1593,02/21/2026 00:30:37,1581,1124,253.39,0,1006
1594,02/21/2026 01:15:52,1582,1392,761.86,0,1006
1595,02/21/2026 01:47:57,1583,1158,422.88,0,1006
1596,02/21/2026 03:42:27,1584,1256,931.36,93.136,1006
1597,02/21/2026 04:03:06,1585,1391,761.86,0,1006
1598,02/21/2026 06:36:55,1586,1392,761.86,0,1009
1599,02/21/2026 06:56:00,1587,1256,931.36,0,1009
1600,02/21/2026 07:17:02,1588,1126,338.14,0,1009
1601,02/21/2026 07:35:18,1589,1392,761.86,0,1009
1602,02/21/2026 14:08:58,1590,1183,592.37,0,1006
1603,02/21/2026 14:12:38,1591,1158,422.88,0,1006
1604,02/21/2026 19:17:13,1592,1307,1100.85,110.085,1006
1605,02/21/2026 19:57:36,1593,1121,253.39,0,1006
1606,02/21/2026 21:37:38,1594,1124,253.39,0,1006
1607,02/21/2026 22:39:42,1595,1191,677.12,0,1006
1608,02/21/2026 23:05:23,1596,1392,761.86,0,1006
1609,02/22/2026 00:07:05,1597,1391,761.86,0,1006
1610,02/22/2026 00:10:15,1598,1391,761.86,0,1006
1611,02/22/2026 00:14:31,1599,1391,761.86,0,1006
1612,02/22/2026 00:40:54,1600,1392,761.86,0,1006
1613,02/22/2026 00:43:38,1600,1392,761.86,0,1006
1614,02/22/2026 00:54:03,1601,1391,761.86,0,1006
1615,02/22/2026 00:56:18,1602,1391,761.86,0,1006
1616,02/22/2026 00:59:30,1603,1392,761.86,0,1006
1617,02/22/2026 01:09:13,1604,1294,846.61,0,1006
1618,02/22/2026 01:14:59,1605,1392,761.86,0,1006
1619,02/22/2026 02:16:44,1606,1391,761.86,0,1006
1620,02/22/2026 03:50:51,1607,1391,761.86,0,1006
1621,02/22/2026 09:27:19,1608,1148,592.37,0,1002
1622,02/22/2026 17:43:58,1609,1180,592.37,0,1006
1623,02/22/2026 20:53:53,1610,1124,253.39,0,1006
1624,02/22/2026 20:56:35,1611,1124,253.39,0,1006
1625,02/22/2026 20:59:00,1612,1124,253.39,0,1006
1626,02/22/2026 21:02:08,1613,1124,253.39,0,1006
1627,02/22/2026 22:17:21,1614,1124,253.39,0,1006
1628,02/22/2026 22:17:21,1614,1124,253.39,0,1006
1629,02/22/2026 22:28:56,1615,1124,253.39,0,1006
1630,02/22/2026 22:28:56,1615,1124,253.39,0,1006
1631,02/22/2026 22:56:54,1616,1391,761.86,0,1006
1632,02/22/2026 23:36:07,1617,1392,761.86,0,1006
1633,02/23/2026 00:02:05,1612,1124,253.39,0,1006
1634,02/23/2026 00:09:08,1613,1124,253.39,0,1006
1635,02/23/2026 12:18:57,1618,1237,761.86,0,1002
1636,02/23/2026 17:32:01,1619,1183,592.37,0,1002
1637,02/23/2026 22:15:41,1620,1294,846.61,0,1009
1638,02/23/2026 22:30:16,1621,1219,507.63,0,1009
1639,02/23/2026 23:11:10,1622,1008,507.63,0,1009
1640,02/23/2026 23:17:14,1623,1135,338.14,0,1009
1641,02/23/2026 23:25:25,1624,1140,422.88,0,1009
1642,02/23/2026 23:29:01,1625,1392,761.86,0,1009
1643,02/24/2026 00:32:41,1626,1231,677.12,0,1009
1644,02/24/2026 01:35:56,1627,1325,1270.34,127.034,1009
1645,02/24/2026 02:16:41,1628,1392,761.86,0,1009
1646,02/24/2026 02:29:34,1629,1391,761.86,76.186,1009
1647,02/24/2026 02:42:21,1630,1392,761.86,76.186,1009
1648,02/24/2026 02:42:27,1631,1392,761.86,76.186,1009
1649,02/24/2026 11:28:52,1632,1175,507.63,0,1009
1650,02/24/2026 14:08:41,1633,1392,761.86,76.186,1009
1651,02/24/2026 19:32:38,1634,1266,1270.34,0,1006
1652,02/24/2026 22:28:11,1635,1391,761.86,0,1006
1653,02/24/2026 23:00:30,1636,1392,761.86,0,1006
1654,02/24/2026 23:34:54,1637,1008,507.63,0,1003
1655,02/25/2026 00:07:27,1638,1169,422.88,0,1003
1656,02/25/2026 00:08:05,1639,1225,592.37,0,1003
1657,02/25/2026 00:54:31,1640,1392,761.86,76.186,1003
1658,02/25/2026 01:21:28,1641,1116,253.39,0,1003
1659,02/25/2026 01:32:46,1642,1116,253.39,0,1003
1660,02/25/2026 01:40:03,1643,1116,253.39,0,1003
1661,02/25/2026 06:43:16,1644,1074,1694.07,169.407,1003
1662,02/25/2026 08:31:20,1645,1306,1016.1,0,1009
1663,02/25/2026 12:22:28,1646,1317,1100.85,0,1009
1664,02/25/2026 22:43:24,1647,1392,761.86,0,1003
1665,02/25/2026 22:56:44,1648,1135,338.14,0,1006
1666,02/25/2026 23:04:47,1649,1286,846.61,84.661,1003
1667,02/25/2026 23:36:55,1650,1228,592.37,0,1003
1668,02/25/2026 23:48:12,1651,1008,507.63,0,1006
1669,02/26/2026 00:18:17,1652,1108,253.39,0,1006
1670,02/26/2026 04:14:27,1653,1392,761.86,0,1006
1671,02/26/2026 09:14:24,1654,1229,677.12,0,1009
1672,02/26/2026 09:15:25,1655,1229,677.12,0,1009
1673,02/26/2026 21:58:00,1656,1241,846.61,0,1002
1674,02/26/2026 22:12:31,1657,1008,507.63,0,1002
1675,02/26/2026 22:42:21,1658,1376,2033.05,406.61,1006
1676,02/26/2026 22:51:15,1659,1241,846.61,0,1003
1677,02/26/2026 23:06:38,1660,1225,592.37,0,1006
1678,02/26/2026 23:40:21,1661,1299,931.36,0,1003
1679,02/27/2026 01:09:56,1662,1392,761.86,0,1006
1680,02/27/2026 03:16:45,1663,1126,338.14,0,1003
1681,02/27/2026 06:55:33,1664,1391,761.86,0,1004
1682,02/27/2026 06:56:49,1665,1392,761.86,0,1004
1683,02/27/2026 07:05:37,1666,1391,761.86,0,1004
1684,02/27/2026 08:02:33,1667,1391,761.86,0,1004
1685,02/27/2026 08:03:30,1668,1391,761.86,0,1004
1686,02/27/2026 08:13:01,1669,1392,761.86,76.186,1004
1687,02/27/2026 08:18:57,1670,1392,761.86,0,1004
1688,02/27/2026 09:49:59,1671,1103,253.39,0,1004
1689,02/27/2026 13:15:13,1672,1391,761.86,0,1004
1690,02/27/2026 14:25:08,1673,1391,761.86,0,1002
1691,02/27/2026 19:18:24,1674,1370,1524.58,0,1002
1692,02/27/2026 23:45:20,1675,1197,931.36,0,1003
1693,02/28/2026 01:11:40,1676,1135,338.14,0,1003
1694,02/28/2026 01:17:30,1677,1135,338.14,0,1006
1695,02/28/2026 01:25:42,1678,1135,338.14,0,1006
1696,02/28/2026 01:27:36,1679,1135,338.14,0,1006
1697,02/28/2026 01:35:42,1680,1182,592.37,0,1003
1698,02/28/2026 02:06:58,1681,1391,761.86,0,1006
1699,02/28/2026 03:40:46,1682,1391,761.86,0,1003
1700,02/28/2026 03:41:59,1683,1121,253.39,0,1006
1701,02/28/2026 03:45:21,1683,1121,253.39,0,1006
1702,02/28/2026 03:49:23,1683,1121,253.39,0,1006
1703,02/28/2026 03:51:52,1683,1170,422.88,21.144,1006
1704,02/28/2026 03:53:36,1683,1170,422.88,21.144,1003
1705,02/28/2026 03:56:34,1683,1165,422.88,0,1006
1706,02/28/2026 04:10:10,1684,1294,846.61,0,1003
1707,02/28/2026 04:29:02,1685,1172,507.63,0,1006
1708,02/28/2026 04:29:37,1686,1172,507.63,0,1003
1709,02/28/2026 05:18:05,1687,1392,761.86,0,1003
1710,02/28/2026 07:27:26,1688,1392,761.86,76.186,1009
1711,02/28/2026 07:34:34,1688,1392,761.86,76.186,1009
1712,02/28/2026 07:44:27,1689,1392,761.86,76.186,1009
1713,02/28/2026 07:47:56,1690,1392,761.86,76.186,1009
1714,02/28/2026 08:02:53,1691,1255,931.36,0,1009
1715,02/28/2026 08:05:22,1692,1129,338.14,0,1009
1716,02/28/2026 12:36:43,1693,1391,761.86,0,1009
1717,02/28/2026 13:33:53,1151,1165,422.88,42.288,1009
1718,02/28/2026 20:23:34,1694,1008,507.63,0,1002
1719,02/28/2026 22:32:08,1695,1391,761.86,0,1006
1720,02/28/2026 22:32:31,1696,1391,761.86,76.186,1006
1721,02/28/2026 22:35:53,1697,1392,761.86,0,1006
1722,02/28/2026 22:47:06,1698,1392,761.86,0,1006
1723,02/28/2026 23:38:49,1699,1391,761.86,0,1006
1724,02/28/2026 23:49:18,1700,1392,761.86,0,1006
1725,03-01-2026,1701,1294,846.61,0,1006
1726,03-01-2026,1702,1294,846.61,0,1006
1727,03-01-2026,1703,1376,2033.05,406.61,1006
1728,03-01-2026,1704,1391,761.86,0,1006
1729,03-01-2026,1705,1391,761.86,0,1006
1730,03-01-2026,1706,1391,761.86,0,1006
1731,03-01-2026,1707,1392,761.86,0,1006
1732,03-01-2026,1708,1392,761.86,0,1006
1733,03-01-2026,1709,1392,761.86,0,1006
1734,03-01-2026,1710,1392,761.86,76.186,1006
1735,03-01-2026,1711,1391,761.86,0,1009
1736,03-01-2026,1712,1391,761.86,0,1009
1737,03-01-2026,1713,1392,761.86,0,1009
1738,03-01-2026,1714,1392,761.86,76.186,1009
1739,03-01-2026,1715,1391,761.86,76.186,1009
1740,03-01-2026,1716,1392,761.86,0,1009
1741,03-01-2026,1717,1392,761.86,76.186,1002
1742,03-01-2026,1718,1008,507.63,0,1002
1743,03-01-2026,1719,1008,507.63,0,1003
1744,03-01-2026,1720,1219,507.63,0,1003
1745,03-01-2026,1721,1392,761.86,0,1003
1746,03-01-2026,1722,1392,761.86,0,1003
1747,03-01-2026,1723,1391,761.86,0,1003
1748,03-01-2026,1724,1299,931.36,0,1003
1749,03-02-2026,1725,1055,1270.34,0,1003
1750,03-02-2026,1726,1392,761.86,0,1003
1751,03-02-2026,1727,1391,761.86,76.186,1003
1752,03-02-2026,1728,1391,761.86,76.186,1003
1753,03-02-2026,1729,1392,761.86,0,1003
1754,03-02-2026,1730,1392,761.86,0,1003
1755,03-02-2026,1731,1391,761.86,0,1009
1756,03-02-2026,1732,1219,507.63,0,1006
1757,03-02-2026,1733,1008,507.63,0,1006
1758,03-02-2026,1733,1008,507.63,50.763,1006
1759,03-02-2026,1734,1219,507.63,0,1002
1760,03-03-2026,1735,1219,507.63,0,1003
1761,03-03-2026,1736,1392,761.86,0,1002
1762,03-03-2026,1737,1391,761.86,0,1003
1763,03-03-2026,1738,1391,761.86,0,1002
1764,03-03-2026,1739,1392,761.86,0,1002
1765,03-03-2026,1740,1392,761.86,0,1003
1766,03-03-2026,1741,1392,761.86,0,1003
1767,03-03-2026,1742,1392,761.86,76.186,1002
1768,03-03-2026,1743,1392,761.86,76.186,1003
1769,03-03-2026,1744,1392,761.86,0,1002
1770,03-03-2026,1745,1008,507.63,0,1006
1771,03-03-2026,1746,1008,507.63,0,1006
1772,03-03-2026,1747,1315,1100.85,0,1006
1773,03-03-2026,1748,1392,761.86,0,1003
1774,03-04-2026,1749,1392,761.86,0,1002
1775,03-04-2026,1750,1391,761.86,0,1003
1776,03-04-2026,1751,1392,761.86,0,1002
1777,03-04-2026,1752,1391,761.86,0,1003
1778,03-04-2026,1753,1391,761.86,0,1002
1779,03-04-2026,1754,1391,761.86,0,1003
1780,03-04-2026,1755,1391,761.86,0,1002
1781,03-04-2026,1756,1391,761.86,0,1003
1782,03-04-2026,1757,1391,761.86,0,1009
1783,03-04-2026,1758,1260,931.36,0,1006
1784,03-04-2026,1759,1113,253.39,0,1006
1785,03-04-2026,1760,1392,761.86,76.186,1003
1786,03-05-2026,1761,1392,761.86,76.186,1003
1787,03-05-2026,1762,1392,761.86,76.186,1003
1788,03-05-2026,1763,1167,422.88,0,1003
1789,03-05-2026,1764,1392,761.86,76.186,1003
1790,03-05-2026,1765,1392,761.86,0,1003
1791,03-05-2026,1766,1392,761.86,0,1009
1792,03-05-2026,1400,1392,761.86,76.186,1009
1793,03-05-2026,1401,1392,761.86,76.186,1009
1794,03-05-2026,1767,1008,507.63,50.763,1006
1795,03-05-2026,1768,1391,761.86,0,1002
1796,03-05-2026,1769,1392,761.86,0,1003
1797,03-05-2026,1770,1391,761.86,0,1002
1798,03-06-2026,1771,1392,761.86,0,1002
1799,03-06-2026,1771,1294,846.61,0,1003
1800,03-06-2026,1772,1167,422.88,0,1003
1801,03-06-2026,1773,1392,761.86,76.186,1009
1802,03-06-2026,1774,1392,761.86,0,1005
1803,03-06-2026,1775,1257,931.36,0,1009
1804,03-06-2026,1776,1391,761.86,0,1006
1805,03-06-2026,1777,1219,507.63,0,1002
1806,03-06-2026,1778,1219,507.63,0,1003
1807,03-06-2026,1779,1219,507.63,0,1002
1808,03-06-2026,1780,1392,761.86,0,1003
1809,03-07-2026,1781,1392,761.86,0,1002
1810,03-07-2026,1782,1008,507.63,0,1006
1811,03-07-2026,1783,1008,507.63,0,1006
1812,03-07-2026,1784,1008,507.63,50.763,1006
1813,03-07-2026,1785,1008,507.63,0,1006
1814,03-07-2026,1786,1008,507.63,0,1002
1815,03-08-2026,1787,1294,846.61,0,1002
1816,03-08-2026,1788,1130,338.14,0,1003
1817,03-08-2026,1789,1165,422.88,0,1003
1818,03-08-2026,1790,1391,761.86,0,1002
1819,03-08-2026,1791,1392,761.86,0,1003
1820,03-08-2026,1792,1392,761.86,76.186,1002
1821,03-08-2026,1793,1008,507.63,0,1002
1822,03-08-2026,1794,1231,677.12,0,1002
1823,03-08-2026,1795,1231,677.12,0,1002
1824,03-09-2026,1796,1391,761.86,0,1002
1825,03-09-2026,1796,1392,761.86,0,1002
1826,03-09-2026,1797,1220,507.63,0,1002
1827,03-09-2026,1798,1165,422.88,0,1003
1828,03-10-2026,1799,1144,422.88,0,1009
1829,03-10-2026,1800,1392,761.86,0,1009
1830,03-10-2026,1801,1391,761.86,76.186,1002
1831,03-10-2026,1802,1392,761.86,76.186,1009
1832,03-10-2026,1803,1392,761.86,76.186,1009
1833,03-10-2026,1804,1392,761.86,76.186,1002
1834,03-10-2026,1805,1391,761.86,76.186,1002
1835,03-10-2026,1806,1391,761.86,76.186,1002
1836,03-10-2026,1807,1131,338.14,0,1003
1837,03-10-2026,1808,1131,338.14,0,1003
1838,03-10-2026,1809,1131,338.14,0,1003
1839,03-10-2026,1810,1008,507.63,0,1003
1840,03-10-2026,1811,1124,253.39,0,1003
1841,03-10-2026,1812,1315,1100.85,110.085,1002
1842,03-10-2026,1813,1392,761.86,0,1002
1843,03-11-2026,1814,1231,677.12,0,1002
1844,03-11-2026,1815,1392,761.86,0,1002
1845,03-11-2026,1816,1392,761.86,0,1002
1846,03-11-2026,1817,1391,761.86,0,1002
1847,03-11-2026,1818,1391,761.86,0,1002
1848,03-11-2026,1819,1392,761.86,0,1002
1849,03-11-2026,1820,1392,761.86,0,1002
1850,03-11-2026,1821,1392,761.86,0,1005
1851,03-11-2026,1822,1191,677.12,0,1005
1852,03-11-2026,1823,1191,677.12,0,1005
1853,03-11-2026,1824,1191,677.12,0,1005
1854,03-11-2026,1825,1392,761.86,0,1009
1855,03-11-2026,1826,1008,507.63,0,1009
1856,03-11-2026,1827,1008,507.63,0,1009
1857,03-11-2026,1828,1324,1270.34,0,1009
1858,03-11-2026,1829,1319,1270.34,0,1009
1859,03-11-2026,1830,1008,507.63,0,1002
1860,03-11-2026,1831,1391,761.86,0,1002
1861,03-11-2026,1832,1392,761.86,0,1002
1862,03-11-2026,1833,1392,761.86,0,1002
1863,03-12-2026,1834,1176,507.63,0,1002
1864,03-12-2026,1835,1392,761.86,0,1002
1865,03-12-2026,1836,1333,1694.07,0,1003
1866,03-12-2026,1837,1124,253.39,0,1006
1867,03-12-2026,1838,1008,507.63,0,1006
1868,03-12-2026,1839,1219,507.63,0,1009
1869,03-12-2026,1840,1100,4236.44,0,1002
1870,03/13/2026 01:13:25,1841,1391,761.86,0,1009
1871,03/13/2026 03:21:41,1842,1391,761.86,0,1002
1872,03/13/2026 03:21:57,1843,1391,761.86,0,1009
1873,03/13/2026 03:24:49,1844,1391,761.86,0,1009
1874,03/13/2026 03:32:04,1845,1391,761.86,0,1002
1875,03/13/2026 03:53:49,1846,1392,761.86,0,1002
1876,03/13/2026 03:54:01,1847,1392,761.86,76.186,1009
1877,03/13/2026 06:05:39,1848,1165,422.88,0,1002
1878,03/13/2026 06:45:19,1849,1391,761.86,0,1005
1879,03/13/2026 09:15:23,1850,1110,253.39,0,1003
1880,03/13/2026 20:42:07,1851,1163,422.88,0,1006
1881,03/13/2026 22:55:08,1852,1149,1270.34,0,1002
1882,03/14/2026 00:24:27,1853,1241,846.61,0,1009
1883,03/14/2026 00:30:39,1853,1294,846.61,0,1009
1884,03/14/2026 02:45:31,1854,1392,761.86,0,1002
1885,03/14/2026 04:11:15,1855,1242,846.61,0,1009
1886,03/14/2026 04:20:26,1856,1242,846.61,0,1002
1887,03/14/2026 04:21:09,1857,1242,846.61,0,1009
1888,03/14/2026 11:43:35,1858,1391,761.86,0,1005
1889,03/14/2026 11:49:12,1859,1391,761.86,0,1005
1890,03/14/2026 21:38:40,1860,1137,422.88,0,1006
1891,03/14/2026 22:55:08,1861,1294,846.61,0,1002
1892,03/14/2026 23:11:37,1862,1008,507.63,50.763,1002
1893,03/14/2026 23:37:23,1863,1106,253.39,0,1002
1894,03/14/2026 23:46:45,1071,1106,253.39,0,1002
1895,03/15/2026 02:15:39,1864,1391,761.86,76.186,1002
1896,03/15/2026 02:15:47,1865,1392,761.86,76.186,1002
1897,03/15/2026 02:24:36,1866,1392,761.86,0,1002
1898,03/15/2026 03:02:17,1867,1391,761.86,76.186,1002
1899,03/15/2026 04:21:23,1868,1392,761.86,0,1002
1900,03/15/2026 05:17:19,1869,1192,677.12,0,1002
1901,03/15/2026 05:22:40,1870,1392,761.86,0,1002
1902,03/15/2026 05:43:09,1871,1391,761.86,0,1002
1903,03/15/2026 08:55:31,1872,1110,253.39,0,1003
1904,03/15/2026 22:23:28,1873,1008,507.63,50.763,1009
1905,03/15/2026 22:48:50,1874,1124,253.39,0,1009
1906,03/15/2026 23:00:57,1875,1392,761.86,0,1009
1907,03/15/2026 23:34:16,1876,1008,507.63,50.763,1009
1908,03/15/2026 23:58:13,1877,1008,507.63,50.763,1009
1909,03/16/2026 00:59:06,1878,1391,761.86,0,1009
1910,03/16/2026 02:01:32,1879,1392,761.86,0,1009
1911,03/16/2026 02:09:09,1880,1391,761.86,0,1009
1912,03/16/2026 03:13:43,1881,1183,592.37,0,1009
1913,03/16/2026 04:13:33,1882,1130,338.14,0,1009
1914,03/16/2026 06:41:34,1883,1391,761.86,0,1005
1915,03/16/2026 22:33:38,1884,1008,507.63,0,1003
1916,03/16/2026 22:46:57,1885,1124,253.39,0,1009
1917,03/16/2026 23:30:39,1886,1008,507.63,0,1003
1918,03/16/2026 23:54:21,1887,1008,507.63,0,1009
1919,03/16/2026 23:58:58,1887,1008,507.63,0,1003
1920,03/17/2026 00:46:07,1888,1391,761.86,76.186,1003
1921,03/17/2026 00:48:52,1889,1391,761.86,76.186,1003
1922,03/17/2026 01:33:01,1890,1392,761.86,76.186,1009
1923,03/17/2026 05:52:56,1891,1392,761.86,0,1009
1924,03/17/2026 05:55:48,1892,1392,761.86,76.186,1009
1925,03/17/2026 06:01:47,1893,1299,931.36,0,1003
1926,03/17/2026 09:56:08,1894,1373,1694.07,0,1002
1927,03/17/2026 09:56:57,1895,1373,1694.07,0,1005
1928,03/17/2026 14:00:47,1896,1391,761.86,0,1005
1929,03/17/2026 14:54:18,1897,1392,761.86,0,1006
1930,03/17/2026 18:50:57,1898,1281,761.86,0,1006
1931,03/18/2026 00:07:43,1899,1008,507.63,0,1006
1932,03/18/2026 00:07:43,1900,1392,761.86,0,1009
1933,03/18/2026 01:24:31,1901,1293,846.61,84.661,1003
1934,03/18/2026 02:26:49,1902,1139,422.88,0,1009
1935,03/18/2026 02:27:20,1903,1139,422.88,0,1003
1936,03/18/2026 02:43:27,1904,1391,761.86,0,1009
1937,03/18/2026 02:44:48,1905,1391,761.86,0,1003
1938,03/18/2026 02:49:54,1906,1391,761.86,76.186,1003
1939,03/18/2026 02:52:29,1907,1391,761.86,0,1003
1940,03/18/2026 03:01:28,1908,1139,422.88,0,1009
1941,03/18/2026 03:02:42,1909,1392,761.86,76.186,1003
1942,03/18/2026 03:04:28,1910,1139,422.88,0,1009
1943,03/18/2026 03:06:25,1911,1392,761.86,76.186,1003
1944,03/18/2026 03:07:43,1912,1139,422.88,0,1009
1945,03/18/2026 03:20:06,1913,1139,422.88,0,1009
1946,03/18/2026 14:15:07,1914,1392,761.86,0,1005
1947,03/18/2026 14:35:33,1915,1392,761.86,0,1002
1948,03/18/2026 14:35:58,1916,1392,761.86,0,1005
1949,03/18/2026 14:48:18,1917,1193,677.12,0,1005
1950,03/18/2026 16:26:07,1918,1193,677.12,0,1002
1951,03/18/2026 20:59:25,1919,1193,677.12,0,1005
1952,03/18/2026 23:16:30,1920,1364,1270.34,0,1009
1953,03/19/2026 01:37:57,1921,1391,761.86,0,1003
1954,03/19/2026 03:22:48,1922,1318,1185.59,0,1003
1955,03/19/2026 03:24:11,1922,1232,677.12,67.712,1009
1956,03/19/2026 08:00:43,1923,1392,761.86,0,1005
1957,03/19/2026 08:20:28,1924,1391,761.86,0,1005
1958,03/19/2026 12:20:07,1925,1392,761.86,0,1005
1959,03/19/2026 12:22:33,1926,1391,761.86,0,1005
1960,03/19/2026 12:27:32,1927,1392,761.86,0,1005
1961,03/19/2026 12:36:21,1928,1392,761.86,0,1005
